Using cpu device
Wrapping the env in a DummyVecEnv.
Logging to D:\PycharmProjects\simple-dynamic-path-planning\runs\round3-predictive-seed3\logs\tensorboard\PPO_1
---------------------------------
| rollout/           |          |
|    time_elapsed         | 211         |
|    total_timesteps      | 169984      |
| train/                  |             |
|    approx_kl            | 0.004401074 |
|    clip_fraction        | 0.0302      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.82       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 1.77e+03    |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.00351    |
|    std                  | 0.993       |
|    value_loss           | 4.87e+03    |
-----------------------------------------
round3-predictive-seed3 validation 170000-830: 40/60, base=709.379, shaped=688.086
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 127          |
|    ep_rew_mean          | 772          |
|    success_rate         | 0.73         |
| time/                   |              |
|    fps                  | 790          |
|    iterations           | 84           |
|    time_elapsed         | 217          |
|    total_timesteps      | 172032       |
| train/                  |              |
|    approx_kl            | 0.0036634377 |
|    clip_fraction        | 0.0232       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.65e+03     |
|    n_updates            | 830          |
|    policy_gradient_loss | -0.00124     |
|    std                  | 0.996        |
|    value_loss           | 4.8e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | 743          |
|    success_rate         | 0.69         |
| time/                   |              |
|    fps                  | 792          |
|    iterations           | 85           |
|    time_elapsed         | 219          |
|    total_timesteps      | 174080       |
| train/                  |              |
|    approx_kl            | 0.0048361453 |
|    clip_fraction        | 0.0236       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.67e+03     |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00252     |
|    std                  | 0.994        |
|    value_loss           | 3.81e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 126          |
|    ep_rew_mean          | 760          |
|    success_rate         | 0.7          |
| time/                   |              |
|    fps                  | 796          |
|    iterations           | 86           |
|    time_elapsed         | 221          |
|    total_timesteps      | 176128       |
| train/                  |              |
|    approx_kl            | 0.0039052088 |
|    clip_fraction        | 0.0333       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.63e+03     |
|    n_updates            | 850          |
|    policy_gradient_loss | -0.00321     |
|    std                  | 0.999        |
|    value_loss           | 4.98e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 127          |
|    ep_rew_mean          | 769          |
|    success_rate         | 0.71         |
| time/                   |              |
|    fps                  | 799          |
|    iterations           | 87           |
|    time_elapsed         | 222          |
|    total_timesteps      | 178176       |
| train/                  |              |
|    approx_kl            | 0.0045210607 |
|    clip_fraction        | 0.0308       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 1.61e+03     |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00248     |
|    std                  | 0.995        |
|    value_loss           | 4.01e+03     |
------------------------------------------
round3-predictive-seed3 validation 180000-870: 39/60, base=696.196, shaped=675.682
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | 757          |
|    success_rate         | 0.71         |
| time/                   |              |
|    fps                  | 789          |
|    iterations           | 88           |
|    time_elapsed         | 228          |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0053140894 |
|    clip_fraction        | 0.0332       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.22e+03     |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.00371     |
|    std                  | 0.998        |
|    value_loss           | 4.44e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | 762          |
|    success_rate         | 0.72         |
| time/                   |              |
|    fps                  | 792          |
|    iterations           | 89           |
|    time_elapsed         | 230          |
|    total_timesteps      | 182272       |
| train/                  |              |
|    approx_kl            | 0.0034996143 |
|    clip_fraction        | 0.0251       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 3.44e+03     |
|    n_updates            | 880          |
|    policy_gradient_loss | -0.00258     |
|    std                  | 0.994        |
|    value_loss           | 4.95e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 738         |
|    success_rate         | 0.69        |
| time/                   |             |
|    fps                  | 795         |
|    iterations           | 90          |
|    time_elapsed         | 231         |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.005765496 |
|    clip_fraction        | 0.0484      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 1.79e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 3.12e+03    |
|    n_updates            | 890         |
|    policy_gradient_loss | -0.00455    |
|    std                  | 0.995       |
|    value_loss           | 4.13e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | 753          |
|    success_rate         | 0.71         |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 91           |
|    time_elapsed         | 233          |
|    total_timesteps      | 186368       |
| train/                  |              |
|    approx_kl            | 0.0040021464 |
|    clip_fraction        | 0.0287       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.18e+03     |
|    n_updates            | 900          |
|    policy_gradient_loss | -0.00198     |
|    std                  | 0.992        |
|    value_loss           | 4.62e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | 754          |
|    success_rate         | 0.72         |
| time/                   |              |
|    fps                  | 800          |
|    iterations           | 92           |
|    time_elapsed         | 235          |
|    total_timesteps      | 188416       |
| train/                  |              |
|    approx_kl            | 0.0043886565 |
|    clip_fraction        | 0.056        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.25e+03     |
|    n_updates            | 910          |
|    policy_gradient_loss | -0.00564     |
|    std                  | 0.997        |
|    value_loss           | 4.28e+03     |
------------------------------------------
round3-predictive-seed3 validation 190000-920: 38/60, base=679.553, shaped=659.847
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 742          |
|    success_rate         | 0.71         |
| time/                   |              |
|    fps                  | 791          |
|    iterations           | 93           |
|    time_elapsed         | 240          |
|    total_timesteps      | 190464       |
| train/                  |              |
|    approx_kl            | 0.0034727352 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.45e+03     |
|    n_updates            | 920          |
|    policy_gradient_loss | -0.00289     |
|    std                  | 0.997        |
|    value_loss           | 3.56e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 745         |
|    success_rate         | 0.71        |
| time/                   |             |
|    fps                  | 794         |
|    iterations           | 94          |
|    time_elapsed         | 242         |
|    total_timesteps      | 192512      |
| train/                  |             |
|    approx_kl            | 0.004673404 |
|    clip_fraction        | 0.0438      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 2.56e+03    |
|    n_updates            | 930         |
|    policy_gradient_loss | -0.00325    |
|    std                  | 1.01        |
|    value_loss           | 4.78e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 738         |
|    success_rate         | 0.7         |
| time/                   |             |
|    fps                  | 797         |
|    iterations           | 95          |
|    time_elapsed         | 243         |
|    total_timesteps      | 194560      |
| train/                  |             |
|    approx_kl            | 0.006113254 |
|    clip_fraction        | 0.0393      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.98e+03    |
|    n_updates            | 940         |
|    policy_gradient_loss | -0.00352    |
|    std                  | 1           |
|    value_loss           | 3.88e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | 755          |
|    success_rate         | 0.72         |
| time/                   |              |
|    fps                  | 800          |
|    iterations           | 96           |
|    time_elapsed         | 245          |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0071359905 |
|    clip_fraction        | 0.0675       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.82e+03     |
|    n_updates            | 950          |
|    policy_gradient_loss | -0.00757     |
|    std                  | 1.01         |
|    value_loss           | 5e+03        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 779         |
|    success_rate         | 0.76        |
| time/                   |             |
|    fps                  | 803         |
|    iterations           | 97          |
|    time_elapsed         | 247         |
|    total_timesteps      | 198656      |
| train/                  |             |
|    approx_kl            | 0.001462125 |
|    clip_fraction        | 0.0022      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.86       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.5e+03     |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.00237    |
|    std                  | 1.02        |
|    value_loss           | 3.71e+03    |
-----------------------------------------
round3-predictive-seed3 validation 200000-970: 41/60, base=712.121, shaped=690.756
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 125         |
|    ep_rew_mean          | 763         |
|    success_rate         | 0.74        |
| time/                   |             |
|    fps                  | 794         |
|    iterations           | 98          |
|    time_elapsed         | 252         |
|    total_timesteps      | 200704      |
| train/                  |             |
|    approx_kl            | 0.005345858 |
|    clip_fraction        | 0.0461      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 2.38e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.22e+03    |
|    n_updates            | 970         |
|    policy_gradient_loss | -0.00448    |
|    std                  | 1.01        |
|    value_loss           | 3.16e+03    |
-----------------------------------------
round3-predictive-seed3 validation 200704-980: 40/60, base=709.138, shaped=688.009
 100% ----------------------- 200,704/200,000  [ 0:04:12 < 0:00:00 , 848 it/s ]
Training reward curve saved to D:\PycharmProjects\simple-dynamic-path-planning\runs\round3-predictive-seed3\results\training_reward_curve.png
Completed round3-predictive-seed3; legacy/default latest model pointer was not changed.
