Using cpu device
Wrapping the env in a DummyVecEnv.
Logging to D:\PycharmProjects\simple-dynamic-path-planning\runs\round3-instant-seed2\logs\tensorboard\PPO_1
---------------------------------
| rollout/           |          |
| train/                  |              |
|    approx_kl            | 0.0050399215 |
|    clip_fraction        | 0.0424       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.94        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.89e+03     |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00585     |
|    std                  | 1.05         |
|    value_loss           | 5.04e+03     |
------------------------------------------
round3-instant-seed2 validation 170000-830: 40/60, base=686.116, shaped=683.054
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 736         |
|    success_rate         | 0.71        |
| time/                   |             |
|    fps                  | 789         |
|    iterations           | 84          |
|    time_elapsed         | 218         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.004035509 |
|    clip_fraction        | 0.015       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.94       |
|    explained_variance   | 3.64e-06    |
|    learning_rate        | 0.0001      |
|    loss                 | 2e+03       |
|    n_updates            | 830         |
|    policy_gradient_loss | -0.00231    |
|    std                  | 1.06        |
|    value_loss           | 4.26e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 121          |
|    ep_rew_mean          | 748          |
|    success_rate         | 0.72         |
| time/                   |              |
|    fps                  | 791          |
|    iterations           | 85           |
|    time_elapsed         | 219          |
|    total_timesteps      | 174080       |
| train/                  |              |
|    approx_kl            | 0.0070733903 |
|    clip_fraction        | 0.0568       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.13e+03     |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00574     |
|    std                  | 1.06         |
|    value_loss           | 5.39e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | 700          |
|    success_rate         | 0.65         |
| time/                   |              |
|    fps                  | 794          |
|    iterations           | 86           |
|    time_elapsed         | 221          |
|    total_timesteps      | 176128       |
| train/                  |              |
|    approx_kl            | 0.0031592646 |
|    clip_fraction        | 0.0312       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.94        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.58e+03     |
|    n_updates            | 850          |
|    policy_gradient_loss | -0.00263     |
|    std                  | 1.05         |
|    value_loss           | 4.57e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 703         |
|    success_rate         | 0.66        |
| time/                   |             |
|    fps                  | 797         |
|    iterations           | 87          |
|    time_elapsed         | 223         |
|    total_timesteps      | 178176      |
| train/                  |             |
|    approx_kl            | 0.003437304 |
|    clip_fraction        | 0.0366      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.94       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 3.23e+03    |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.00389    |
|    std                  | 1.06        |
|    value_loss           | 5.3e+03     |
-----------------------------------------
round3-instant-seed2 validation 180000-870: 36/60, base=635.302, shaped=631.885
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 119          |
|    ep_rew_mean          | 733          |
|    success_rate         | 0.7          |
| time/                   |              |
|    fps                  | 787          |
|    iterations           | 88           |
|    time_elapsed         | 228          |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0037137263 |
|    clip_fraction        | 0.0124       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.79e+03     |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.00243     |
|    std                  | 1.06         |
|    value_loss           | 3.95e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 117          |
|    ep_rew_mean          | 723          |
|    success_rate         | 0.69         |
| time/                   |              |
|    fps                  | 789          |
|    iterations           | 89           |
|    time_elapsed         | 230          |
|    total_timesteps      | 182272       |
| train/                  |              |
|    approx_kl            | 0.0054543503 |
|    clip_fraction        | 0.0431       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.96        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 1.5e+03      |
|    n_updates            | 880          |
|    policy_gradient_loss | -0.00386     |
|    std                  | 1.06         |
|    value_loss           | 3.68e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 117          |
|    ep_rew_mean          | 723          |
|    success_rate         | 0.7          |
| time/                   |              |
|    fps                  | 792          |
|    iterations           | 90           |
|    time_elapsed         | 232          |
|    total_timesteps      | 184320       |
| train/                  |              |
|    approx_kl            | 0.0060174065 |
|    clip_fraction        | 0.06         |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.96        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.41e+03     |
|    n_updates            | 890          |
|    policy_gradient_loss | -0.00716     |
|    std                  | 1.06         |
|    value_loss           | 4.67e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 691         |
|    success_rate         | 0.65        |
| time/                   |             |
|    fps                  | 794         |
|    iterations           | 91          |
|    time_elapsed         | 234         |
|    total_timesteps      | 186368      |
| train/                  |             |
|    approx_kl            | 0.005144016 |
|    clip_fraction        | 0.0277      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.96       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 3.12e+03    |
|    n_updates            | 900         |
|    policy_gradient_loss | -0.00462    |
|    std                  | 1.07        |
|    value_loss           | 5.55e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 691         |
|    success_rate         | 0.66        |
| time/                   |             |
|    fps                  | 797         |
|    iterations           | 92          |
|    time_elapsed         | 236         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.006351026 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.97       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 2.44e+03    |
|    n_updates            | 910         |
|    policy_gradient_loss | 0.00299     |
|    std                  | 1.07        |
|    value_loss           | 5.91e+03    |
-----------------------------------------
round3-instant-seed2 validation 190000-920: 38/60, base=656.902, shaped=653.276
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | 691          |
|    success_rate         | 0.66         |
| time/                   |              |
|    fps                  | 788          |
|    iterations           | 93           |
|    time_elapsed         | 241          |
|    total_timesteps      | 190464       |
| train/                  |              |
|    approx_kl            | 0.0058486727 |
|    clip_fraction        | 0.0324       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.97        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.99e+03     |
|    n_updates            | 920          |
|    policy_gradient_loss | -0.00411     |
|    std                  | 1.07         |
|    value_loss           | 4.6e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 111          |
|    ep_rew_mean          | 661          |
|    success_rate         | 0.62         |
| time/                   |              |
|    fps                  | 790          |
|    iterations           | 94           |
|    time_elapsed         | 243          |
|    total_timesteps      | 192512       |
| train/                  |              |
|    approx_kl            | 0.0024874932 |
|    clip_fraction        | 0.00122      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.97        |
|    explained_variance   | 2.98e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.91e+03     |
|    n_updates            | 930          |
|    policy_gradient_loss | -0.00163     |
|    std                  | 1.07         |
|    value_loss           | 4.17e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 680          |
|    success_rate         | 0.65         |
| time/                   |              |
|    fps                  | 793          |
|    iterations           | 95           |
|    time_elapsed         | 245          |
|    total_timesteps      | 194560       |
| train/                  |              |
|    approx_kl            | 0.0028221349 |
|    clip_fraction        | 0.00703      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.97        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.42e+03     |
|    n_updates            | 940          |
|    policy_gradient_loss | -0.00209     |
|    std                  | 1.07         |
|    value_loss           | 4.49e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | 689          |
|    success_rate         | 0.65         |
| time/                   |              |
|    fps                  | 795          |
|    iterations           | 96           |
|    time_elapsed         | 247          |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0042935405 |
|    clip_fraction        | 0.0289       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.97        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.55e+03     |
|    n_updates            | 950          |
|    policy_gradient_loss | -0.00598     |
|    std                  | 1.07         |
|    value_loss           | 4.48e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 734         |
|    success_rate         | 0.71        |
| time/                   |             |
|    fps                  | 798         |
|    iterations           | 97          |
|    time_elapsed         | 248         |
|    total_timesteps      | 198656      |
| train/                  |             |
|    approx_kl            | 0.004065585 |
|    clip_fraction        | 0.0201      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.97       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 2.95e+03    |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0026     |
|    std                  | 1.07        |
|    value_loss           | 4.21e+03    |
-----------------------------------------
round3-instant-seed2 validation 200000-970: 43/60, base=724.719, shaped=721.131
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | 693          |
|    success_rate         | 0.66         |
| time/                   |              |
|    fps                  | 787          |
|    iterations           | 98           |
|    time_elapsed         | 254          |
|    total_timesteps      | 200704       |
| train/                  |              |
|    approx_kl            | 0.0044690757 |
|    clip_fraction        | 0.0132       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.97        |
|    explained_variance   | 1.26e-05     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.08e+03     |
|    n_updates            | 970          |
|    policy_gradient_loss | -0.00218     |
|    std                  | 1.07         |
|    value_loss           | 3.82e+03     |
------------------------------------------
round3-instant-seed2 validation 200704-980: 44/60, base=740.816, shaped=736.962
 100% ----------------------- 200,704/200,000  [ 0:04:14 < 0:00:00 , 798 it/s ]
Training reward curve saved to D:\PycharmProjects\simple-dynamic-path-planning\runs\round3-instant-seed2\results\training_reward_curve.png
Completed round3-instant-seed2; legacy/default latest model pointer was not changed.
